Successful to build network!
load pretrained model successful!
STN loaded
Epoch:1 || epochiter: 0/2996|| Totel iter 0 || Loss: 22.5836||Batch time: 0.3922 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 580/2996|| Totel iter 580 || Loss: 0.4389||Batch time: 0.0516 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 600/2996|| Totel iter 600 || Loss: 0.4635||Batch time: 0.0537 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 620/2996|| Totel iter 620 || Loss: 0.3828||Batch time: 0.0523 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 640/2996|| Totel iter 640 || Loss: 0.3755||Batch time: 0.0516 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 660/2996|| Totel iter 660 || Loss: 0.3472||Batch time: 0.0537 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 680/2996|| Totel iter 680 || Loss: 0.3760||Batch time: 0.0517 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 700/2996|| Totel iter 700 || Loss: 0.2726||Batch time: 0.0517 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 720/2996|| Totel iter 720 || Loss: 0.3182||Batch time: 0.0518 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 740/2996|| Totel iter 740 || Loss: 0.3770||Batch time: 0.0517 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 760/2996|| Totel iter 760 || Loss: 0.3304||Batch time: 0.0517 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 780/2996|| Totel iter 780 || Loss: 0.3183||Batch time: 0.0516 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 800/2996|| Totel iter 800 || Loss: 0.2791||Batch time: 0.0515 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 820/2996|| Totel iter 820 || Loss: 0.2496||Batch time: 0.0516 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 840/2996|| Totel iter 840 || Loss: 0.2510||Batch time: 0.0516 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 860/2996|| Totel iter 860 || Loss: 0.3019||Batch time: 0.0521 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 880/2996|| Totel iter 880 || Loss: 0.2937||Batch time: 0.0517 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 900/2996|| Totel iter 900 || Loss: 0.3027||Batch time: 0.0519 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 920/2996|| Totel iter 920 || Loss: 0.2238||Batch time: 0.0534 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 940/2996|| Totel iter 940 || Loss: 0.2843||Batch time: 0.0517 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 960/2996|| Totel iter 960 || Loss: 0.2589||Batch time: 0.0517 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 980/2996|| Totel iter 980 || Loss: 0.2114||Batch time: 0.0516 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1000/2996|| Totel iter 1000 || Loss: 0.1973||Batch time: 0.0516 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1020/2996|| Totel iter 1020 || Loss: 0.3005||Batch time: 0.0538 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1040/2996|| Totel iter 1040 || Loss: 0.3038||Batch time: 0.0516 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1060/2996|| Totel iter 1060 || Loss: 0.2310||Batch time: 0.0520 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1080/2996|| Totel iter 1080 || Loss: 0.2065||Batch time: 0.0517 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1100/2996|| Totel iter 1100 || Loss: 0.2909||Batch time: 0.0516 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1120/2996|| Totel iter 1120 || Loss: 0.1707||Batch time: 0.0516 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1140/2996|| Totel iter 1140 || Loss: 0.2419||Batch time: 0.0517 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1160/2996|| Totel iter 1160 || Loss: 0.1670||Batch time: 0.0517 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1180/2996|| Totel iter 1180 || Loss: 0.3998||Batch time: 0.0518 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1200/2996|| Totel iter 1200 || Loss: 0.2106||Batch time: 0.0518 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1220/2996|| Totel iter 1220 || Loss: 0.2451||Batch time: 0.0519 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1240/2996|| Totel iter 1240 || Loss: 0.1881||Batch time: 0.0517 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1260/2996|| Totel iter 1260 || Loss: 0.2928||Batch time: 0.0517 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1280/2996|| Totel iter 1280 || Loss: 0.2693||Batch time: 0.0520 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1300/2996|| Totel iter 1300 || Loss: 0.2141||Batch time: 0.0527 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1320/2996|| Totel iter 1320 || Loss: 0.1753||Batch time: 0.0537 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1340/2996|| Totel iter 1340 || Loss: 0.1927||Batch time: 0.0517 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1360/2996|| Totel iter 1360 || Loss: 0.2345||Batch time: 0.0518 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1380/2996|| Totel iter 1380 || Loss: 0.1584||Batch time: 0.0546 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1400/2996|| Totel iter 1400 || Loss: 0.2126||Batch time: 0.0567 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1420/2996|| Totel iter 1420 || Loss: 0.2179||Batch time: 0.0561 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1440/2996|| Totel iter 1440 || Loss: 0.2103||Batch time: 0.0517 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1460/2996|| Totel iter 1460 || Loss: 0.2378||Batch time: 0.0517 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1480/2996|| Totel iter 1480 || Loss: 0.2100||Batch time: 0.0517 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1500/2996|| Totel iter 1500 || Loss: 0.1809||Batch time: 0.0526 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1520/2996|| Totel iter 1520 || Loss: 0.1976||Batch time: 0.0532 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1540/2996|| Totel iter 1540 || Loss: 0.2290||Batch time: 0.0516 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1560/2996|| Totel iter 1560 || Loss: 0.2259||Batch time: 0.0516 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1580/2996|| Totel iter 1580 || Loss: 0.1568||Batch time: 0.0542 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1600/2996|| Totel iter 1600 || Loss: 0.3011||Batch time: 0.0526 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1620/2996|| Totel iter 1620 || Loss: 0.2182||Batch time: 0.0517 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1640/2996|| Totel iter 1640 || Loss: 0.1991||Batch time: 0.0517 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1660/2996|| Totel iter 1660 || Loss: 0.2036||Batch time: 0.0518 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1680/2996|| Totel iter 1680 || Loss: 0.1898||Batch time: 0.0591 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1700/2996|| Totel iter 1700 || Loss: 0.1983||Batch time: 0.0518 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1720/2996|| Totel iter 1720 || Loss: 0.2094||Batch time: 0.0518 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1740/2996|| Totel iter 1740 || Loss: 0.1207||Batch time: 0.0524 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1760/2996|| Totel iter 1760 || Loss: 0.1326||Batch time: 0.0572 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1780/2996|| Totel iter 1780 || Loss: 0.2269||Batch time: 0.0527 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1800/2996|| Totel iter 1800 || Loss: 0.1471||Batch time: 0.0531 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1820/2996|| Totel iter 1820 || Loss: 0.1610||Batch time: 0.0517 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1840/2996|| Totel iter 1840 || Loss: 0.1829||Batch time: 0.0515 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1860/2996|| Totel iter 1860 || Loss: 0.1246||Batch time: 0.0521 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1880/2996|| Totel iter 1880 || Loss: 0.1767||Batch time: 0.0516 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1900/2996|| Totel iter 1900 || Loss: 0.1545||Batch time: 0.0516 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1920/2996|| Totel iter 1920 || Loss: 0.1523||Batch time: 0.0516 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1940/2996|| Totel iter 1940 || Loss: 0.1636||Batch time: 0.0515 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1960/2996|| Totel iter 1960 || Loss: 0.1580||Batch time: 0.0517 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 1980/2996|| Totel iter 1980 || Loss: 0.1401||Batch time: 0.0515 sec. ||LR: 0.00010000
[Info] Test Accuracy: 0.8102380952380952 [3403:332:465:4200]
[Info] Test Speed: 0.00023533994109643057s 1/4206]
Epoch:1 || epochiter: 2000/2996|| Totel iter 2000 || Loss: 0.2451||Batch time: 0.0494 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2020/2996|| Totel iter 2020 || Loss: 0.1239||Batch time: 0.0543 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2040/2996|| Totel iter 2040 || Loss: 0.1318||Batch time: 0.0499 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2060/2996|| Totel iter 2060 || Loss: 0.1517||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2080/2996|| Totel iter 2080 || Loss: 0.1077||Batch time: 0.0500 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2100/2996|| Totel iter 2100 || Loss: 0.1044||Batch time: 0.0521 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2120/2996|| Totel iter 2120 || Loss: 0.2320||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2140/2996|| Totel iter 2140 || Loss: 0.1898||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2160/2996|| Totel iter 2160 || Loss: 0.1453||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2180/2996|| Totel iter 2180 || Loss: 0.1883||Batch time: 0.0497 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2200/2996|| Totel iter 2200 || Loss: 0.1741||Batch time: 0.0535 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2220/2996|| Totel iter 2220 || Loss: 0.1070||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2240/2996|| Totel iter 2240 || Loss: 0.1530||Batch time: 0.0517 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2260/2996|| Totel iter 2260 || Loss: 0.1919||Batch time: 0.0502 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2280/2996|| Totel iter 2280 || Loss: 0.0965||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2300/2996|| Totel iter 2300 || Loss: 0.1451||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2320/2996|| Totel iter 2320 || Loss: 0.1602||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2340/2996|| Totel iter 2340 || Loss: 0.1448||Batch time: 0.0499 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2360/2996|| Totel iter 2360 || Loss: 0.1381||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2380/2996|| Totel iter 2380 || Loss: 0.1663||Batch time: 0.0497 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2400/2996|| Totel iter 2400 || Loss: 0.1749||Batch time: 0.0499 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2420/2996|| Totel iter 2420 || Loss: 0.1098||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2440/2996|| Totel iter 2440 || Loss: 0.1619||Batch time: 0.0520 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2460/2996|| Totel iter 2460 || Loss: 0.1529||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2480/2996|| Totel iter 2480 || Loss: 0.2103||Batch time: 0.0496 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2500/2996|| Totel iter 2500 || Loss: 0.1390||Batch time: 0.0496 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2520/2996|| Totel iter 2520 || Loss: 0.1214||Batch time: 0.0517 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2540/2996|| Totel iter 2540 || Loss: 0.1132||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2560/2996|| Totel iter 2560 || Loss: 0.0884||Batch time: 0.0497 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2580/2996|| Totel iter 2580 || Loss: 0.1472||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2600/2996|| Totel iter 2600 || Loss: 0.1286||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2620/2996|| Totel iter 2620 || Loss: 0.1770||Batch time: 0.0496 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2640/2996|| Totel iter 2640 || Loss: 0.1456||Batch time: 0.0539 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2660/2996|| Totel iter 2660 || Loss: 0.1379||Batch time: 0.0499 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2680/2996|| Totel iter 2680 || Loss: 0.0948||Batch time: 0.0500 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2700/2996|| Totel iter 2700 || Loss: 0.0895||Batch time: 0.0497 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2720/2996|| Totel iter 2720 || Loss: 0.2267||Batch time: 0.0497 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2740/2996|| Totel iter 2740 || Loss: 0.1571||Batch time: 0.0499 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2760/2996|| Totel iter 2760 || Loss: 0.1454||Batch time: 0.0497 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2780/2996|| Totel iter 2780 || Loss: 0.1084||Batch time: 0.0499 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2800/2996|| Totel iter 2800 || Loss: 0.0651||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2820/2996|| Totel iter 2820 || Loss: 0.2382||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2840/2996|| Totel iter 2840 || Loss: 0.0796||Batch time: 0.0497 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2860/2996|| Totel iter 2860 || Loss: 0.1374||Batch time: 0.0523 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2880/2996|| Totel iter 2880 || Loss: 0.0914||Batch time: 0.0500 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2900/2996|| Totel iter 2900 || Loss: 0.2093||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2920/2996|| Totel iter 2920 || Loss: 0.1876||Batch time: 0.0496 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2940/2996|| Totel iter 2940 || Loss: 0.2355||Batch time: 0.0499 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2960/2996|| Totel iter 2960 || Loss: 0.1020||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:1 || epochiter: 2980/2996|| Totel iter 2980 || Loss: 0.1056||Batch time: 0.0554 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 4/2996|| Totel iter 3000 || Loss: 0.0647||Batch time: 0.0489 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 24/2996|| Totel iter 3020 || Loss: 0.0542||Batch time: 0.0499 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 44/2996|| Totel iter 3040 || Loss: 0.1146||Batch time: 0.0499 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 64/2996|| Totel iter 3060 || Loss: 0.0963||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 84/2996|| Totel iter 3080 || Loss: 0.1312||Batch time: 0.0497 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 104/2996|| Totel iter 3100 || Loss: 0.0975||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 124/2996|| Totel iter 3120 || Loss: 0.1113||Batch time: 0.0497 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 144/2996|| Totel iter 3140 || Loss: 0.1617||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 164/2996|| Totel iter 3160 || Loss: 0.1125||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 184/2996|| Totel iter 3180 || Loss: 0.1343||Batch time: 0.0521 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 204/2996|| Totel iter 3200 || Loss: 0.0944||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 224/2996|| Totel iter 3220 || Loss: 0.0928||Batch time: 0.0506 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 244/2996|| Totel iter 3240 || Loss: 0.1221||Batch time: 0.0503 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 264/2996|| Totel iter 3260 || Loss: 0.1050||Batch time: 0.0511 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 284/2996|| Totel iter 3280 || Loss: 0.0737||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 304/2996|| Totel iter 3300 || Loss: 0.1288||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 324/2996|| Totel iter 3320 || Loss: 0.0841||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 344/2996|| Totel iter 3340 || Loss: 0.1165||Batch time: 0.0500 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 364/2996|| Totel iter 3360 || Loss: 0.0609||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 384/2996|| Totel iter 3380 || Loss: 0.1347||Batch time: 0.0497 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 404/2996|| Totel iter 3400 || Loss: 0.0787||Batch time: 0.0499 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 424/2996|| Totel iter 3420 || Loss: 0.1129||Batch time: 0.0513 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 444/2996|| Totel iter 3440 || Loss: 0.0622||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 464/2996|| Totel iter 3460 || Loss: 0.1210||Batch time: 0.0496 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 484/2996|| Totel iter 3480 || Loss: 0.0579||Batch time: 0.0500 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 504/2996|| Totel iter 3500 || Loss: 0.1218||Batch time: 0.0507 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 524/2996|| Totel iter 3520 || Loss: 0.0635||Batch time: 0.0499 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 544/2996|| Totel iter 3540 || Loss: 0.0770||Batch time: 0.0521 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 564/2996|| Totel iter 3560 || Loss: 0.1115||Batch time: 0.0497 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 584/2996|| Totel iter 3580 || Loss: 0.1103||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 604/2996|| Totel iter 3600 || Loss: 0.0704||Batch time: 0.0500 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 624/2996|| Totel iter 3620 || Loss: 0.0777||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 644/2996|| Totel iter 3640 || Loss: 0.1060||Batch time: 0.0499 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 664/2996|| Totel iter 3660 || Loss: 0.1088||Batch time: 0.0499 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 684/2996|| Totel iter 3680 || Loss: 0.0717||Batch time: 0.0497 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 704/2996|| Totel iter 3700 || Loss: 0.0898||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 724/2996|| Totel iter 3720 || Loss: 0.1018||Batch time: 0.0499 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 744/2996|| Totel iter 3740 || Loss: 0.1163||Batch time: 0.0497 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 764/2996|| Totel iter 3760 || Loss: 0.0885||Batch time: 0.0497 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 784/2996|| Totel iter 3780 || Loss: 0.0980||Batch time: 0.0499 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 804/2996|| Totel iter 3800 || Loss: 0.0869||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 824/2996|| Totel iter 3820 || Loss: 0.0784||Batch time: 0.0499 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 844/2996|| Totel iter 3840 || Loss: 0.1242||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 864/2996|| Totel iter 3860 || Loss: 0.0888||Batch time: 0.0499 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 884/2996|| Totel iter 3880 || Loss: 0.1009||Batch time: 0.0500 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 904/2996|| Totel iter 3900 || Loss: 0.1047||Batch time: 0.0497 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 924/2996|| Totel iter 3920 || Loss: 0.1021||Batch time: 0.0496 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 944/2996|| Totel iter 3940 || Loss: 0.1061||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 964/2996|| Totel iter 3960 || Loss: 0.1087||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 984/2996|| Totel iter 3980 || Loss: 0.1012||Batch time: 0.0497 sec. ||LR: 0.00010000
[Info] Test Accuracy: 0.8747619047619047 [3674:186:340:4200]
[Info] Test Speed: 0.00022311166417751774s 1/4206]
Epoch:2 || epochiter: 1004/2996|| Totel iter 4000 || Loss: 0.0615||Batch time: 0.0496 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 1024/2996|| Totel iter 4020 || Loss: 0.0556||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 1044/2996|| Totel iter 4040 || Loss: 0.1271||Batch time: 0.0497 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 1064/2996|| Totel iter 4060 || Loss: 0.1100||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 1084/2996|| Totel iter 4080 || Loss: 0.0930||Batch time: 0.0498 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 1104/2996|| Totel iter 4100 || Loss: 0.0566||Batch time: 0.0497 sec. ||LR: 0.00010000
Epoch:2 || epochiter: 1124/2996|| Totel iter 4120 || Loss: 0.0695||Batch time: 0.0498 sec. ||LR: 0.00010000
